Name,ID,Centraility,Popularity,Threshold
Fritz Wunderlich,3jp4zawfeVYVpSzO2Yujbv,0.03028226637918072,43,12
Academy of St. Martin in the Fields,77CaCn32H4mOMQA7UElzfF,0.029867854464086376,67,12
Lucia Popp,6FUbcx4NUDhuIqsmsFyIqJ,0.029820471846520737,39,12
Elisabeth Schwarzkopf,0B94ekfBARqVS2gwrTnvJ6,0.02980116572457398,39,12
Staatskapelle Dresden,3Vfvyx6OouTxYU3emXonW7,0.029784118405460174,54,12
Yvonne Kenny,6Mh6TOKv7l4wRDtQ4rROyC,0.029522822327640124,31,12
Samuel Barber,4XDJurjQCnWLlE7KLZCT9x,0.02917408303577944,57,12
Anne Sofie von Otter,4pFlv4QVInj7bAo0MqHpwW,0.028981501100445888,50,12
Barbara Hendricks,3NkCIDMU5HgFAyVLVdCWgE,0.028472766870494944,39,12
Anton Bruckner,2bM3j1JQWBkmzuoZKu4zj2,0.02842946058521983,50,12
José Carreras,1ahGKezyX9Rl7GuEF2tc15,0.028273167394015624,54,12
Gustav Holst,5B7uXBeLc2TkR5Jk23qKIZ,0.028230156743403494,56,12
Sir Colin Davis,0TrG2LSot4KhaXqdf5K2zE,0.028098373009805017,60,12
Dame Joan Sutherland,57ut70dPEUxC1dk83YY3hY,0.028097179005185983,51,12
John Rutter,0qlhpgr87PEG89Jd5iRpxe,0.027968461137942463,63,12
Sir Neville Marriner,6NUhQz7eAEsZvjEHTKHux9,0.027947531341580744,66,12
Royal Concertgebouw Orchestra,2HqNckz4bPVT37fWkhugTZ,0.027859401014456792,59,12
Sir Charles Mackerras,1iyvtzGjtuQa1I5UGpzk6l,0.02729237096755574,52,12
Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,0.2340674972727531,78,13
Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,0.19533113689314613,81,13
Ludwig van Beethoven,2wOqMjp9TyABvtHdOSOTUS,0.15546431553725226,76,13
Johannes Brahms,5wTAi7QkpP6kp8a54lmTOq,0.13540212334562982,67,13
Franz Schubert,2p0UyoPfYfI76PCStuXfOP,0.1343780909595075,68,13
George Frideric Handel,1QL7yTHrdahRMpvNtn6rI2,0.13102576895920415,70,13
Felix Mendelssohn,6MF58APd3YV72Ln2eVg710,0.1159668242789102,63,13
Giuseppe Verdi,1JOQXgYdQV2yfrhewqx96o,0.113731704124849,64,13
Pyotr Ilyich Tchaikovsky,3MKCzCnpzw3TjUYs2v7vDA,0.10557774185102266,73,13
Traditional,1U5zgr455OGyIkLNXvDdrf,0.10120024096299443,70,13
Anonymous,4kCZ5nyurc9eIqLJfUcW0Y,0.09721635307132824,61,13
Robert Schumann,2UqjDAXnDxejEyE0CzfUrZ,0.09644518364810467,63,13
Richard Wagner,1C1x4MVkql8AiABuTw6DgE,0.08961057491392399,60,13
Franz Joseph Haydn,656RXuyw7CE0dtjdPgjJV6,0.0882184625444741,62,13
Richard Strauss,6pAwHPeExeUbMd5w7Iny6D,0.08267796453202493,56,13
Claude Debussy,1Uff91EOsvd99rtAupatMP,0.07525397869634226,71,13
Antonín Dvořák,6n7nd5iceYpXVwcx8VPpxF,0.0741271565973543,63,13
Antonio Vivaldi,2QOIawHpSlOwXDvSqQ9YJR,0.07359866571932157,72,13
Maurice Ravel,17hR0sYHpx7VYTMRfFUOmY,0.07350606385813667,63,13
Gioachino Rossini,0roWUeP7Ac4yK4VN6L2gF4,0.07297785620522758,57,13
Giacomo Puccini,0OzxPXyowUEQ532c9AmHUR,0.07274421497279232,65,13
Georges Bizet,2D7RkvtKKb6E5UmbjQM1Jd,0.07089198131488908,58,13
Camille Saint-Saëns,436sYg6CZhNefQJogaXeK0,0.07076532400796699,64,13
London Symphony Orchestra,5yxyJsFanEAuwSM5kOuZKc,0.06352373543216264,76,13
Gabriel Fauré,2gClsBep1tt1rv1CN210SO,0.06260891305612405,64,13
Charles Gounod,42Vmza0WYHdhsgxFmf9Tui,0.0602712468584744,56,13
Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,0.05995511176483501,66,13
Frédéric Chopin,7y97mc3bZRFXzT2szRM4L4,0.05875722880705842,76,13
Wiener Philharmoniker,003f4bk13c6Q3gAUXv7dGJ,0.05713964092737539,69,13
Franz Liszt,1385hLNbrnbCJGokfH2ac2,0.05694908297263775,66,13
Gaetano Donizetti,2jCGEMSZXMSOImpD8sqo56,0.05626560548847587,53,13
Benjamin Britten,7MJ1pB5d6Vjmzep2zQlorn,0.05593766075001469,56,13
Gustav Mahler,2ANtgfhQkKpsW6EYSDqldz,0.055421716525900416,57,13
Philharmonia Orchestra,09KZU0NsS7jRa5p0SflmGY,0.05405282324149737,65,13
Hector Berlioz,11T8SOX82xraocZzUXzkvM,0.049968381980705814,48,13
London Philharmonic Orchestra,3PfJE6ebCbCHeuqO4BfNeA,0.04919725690997283,69,13
Plácido Domingo,4pU3BpenOZFEBzORx2YBJW,0.048681621516757805,61,13
Sergei Prokofiev,4kHtgiRnpmFIV5Tm4BIs8l,0.046841479800783736,59,13
Berliner Philharmoniker,6uRJnvQ3f8whVnmeoecv5Z,0.046527322154236835,72,13
Jules Massenet,1AoIc5YFH0aSFc4mKqBEeB,0.046492755834064106,52,13
Edvard Grieg,5ihY290YPGc3aY2xTyx7Gy,0.04617892218531285,63,13
Igor Stravinsky,7ie36YytMoKtPiL7tUvmoE,0.045818314837279266,56,13
Vienna State Opera Chorus,7dG0oG7NmmndPNaORvzwj9,0.04506440784312032,49,13
Bavarian Radio Chorus,536pGG9V0mbcKOSgw37g4m,0.04497716797429428,48,13
Edward Elgar,430byzy0c5bPn5opiu0SRd,0.044832336362788286,61,13
Henry Purcell,3tMLo1k3iUo82coMLWXzxq,0.04417673386681655,54,13
Herbert von Karajan,5zCaQxjl110XTrm4LQ1CxY,0.04393214261732036,68,13
Bavarian Radio Symphony Orchestra,74gWOpgM97HU3Mn8A8d0Vm,0.043322744011585285,56,13
Leonard Bernstein,2LmyJyCF5V1eQyvHgJNbTn,0.042481519146195024,66,13
Dmitri Shostakovich,6s1pCNXcbdtQJlsnM1hRIA,0.04142465507263572,60,13
Carl Maria von Weber,1p6wR69pnH9LBWZvwliuz2,0.04083413959797448,43,13
César Franck,1C3sffOOvQNUwg4YIsvKqy,0.0399609223482785,51,13
Johann Strauss II,5goS0v24Fc1ydjCKQRwtjM,0.039893944915638316,58,13
Royal Philharmonic Orchestra,0MvSBMGRQJY3mRwIbJsqF1,0.03984334187100836,73,13
Ralph Vaughan Williams,7wNkISK49lKeXuRaZcQVFe,0.03969021340102805,55,13
Christoph Willibald Gluck,7vfydQ0nVBVgJ0ajs8EtRM,0.03902353628794741,55,13
Sir Georg Solti,0dicUFoK5LIbqu6OoHu8VH,0.03894910700021074,58,13
Vienna State Opera Orchestra,5VFkAGIv1Pioeb6e2JfpOE,0.03845922135701939,45,13
Francis Poulenc,4IAWVxo2fpTBPn6k7GZ3eY,0.03833772243411868,50,13
Vincenzo Bellini,6AphpMkKDU4I3Z6XaGu1UV,0.037959169728866586,50,13
Luciano Pavarotti,0Y8KmFkKOgJybpVobn1onU,0.03766105457568485,67,13
Jacques Offenbach,4OihBPCQzR4GfbzqOY69Xm,0.03758458752606162,51,13
Kiri Te Kanawa,3fcsflK8xu26XH4OYTcm5T,0.037388535781987454,52,13
Anonymous ,35y6unM66rGPWHTRFNrqKS,0.037184863930190784,48,13
Jean Sibelius,7jzR5qj8vFnSu5JHaXgFEr,0.036482777915028006,59,13
Dietrich Fischer-Dieskau,10CN8N2O3FlGlPVJWBiu5D,0.036017828884186025,48,13
Nicolai Gedda,1CjvOazvrDCipu1gbgyjIh,0.035676554003101844,40,13
Béla Bartók,5zyNXVd952fWOjkdGHCvPd,0.034586865069223705,50,13
"Orchestra of the Royal Opera House, Covent Garden",2t5BHUdyeL3NBKqpOpaA4V,0.03454509144010103,56,13
Bryn Terfel,6ILd69yy67k6OU7cwpGNSl,0.03410378860564735,48,13
English Chamber Orchestra,2DO4p3CPDnInsJfg0jFfaF,0.034032466504236275,66,13
Claudio Abbado,6HclTVD03WSY6GUpN16BkP,0.033579239855026366,65,13
George Gershwin,1YuknfkSYTTbolRpwZBOv4,0.033245846559778705,57,13
Fritz Kreisler,0HdNDZaNm7xLt18v9aWDfe,0.0329230187398445,48,13
Nikolai Rimsky-Korsakov,2kXJ68O899XvWOBdpzlXgs,0.032608467459585434,52,13
Modest Mussorgsky,284mnx33IWcymQEpMxyfHl,0.032293138973851186,51,13
Unknown Artist,74Ch11L4833kZ9VfyziR3K,0.03222594287780653,42,13
